Attaching to ozones3-haproxy_datanode_3, ozones3-haproxy_scm_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_datanode_2, ozones3-haproxy_s3g2_1, ozones3-haproxy_datanode_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_om_1, ozones3-haproxy_s3g_1
datanode_3  | 2019-10-04 07:19:01 INFO  HddsDatanodeService:51 - STARTUP_MSG: 
om_1        | STARTUP_MSG:   classpath = /etc/hadoop:/opt/hadoop/share/hadoop/common/*:/opt/hadoop/share/ozone/lib/ratis-common-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/ratis-grpc-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerb-simplekdc-1.0.1.jar:/opt/hadoop/share/ozone/lib/protobuf-java-2.5.0.jar:/opt/hadoop/share/ozone/lib/bcpkix-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/sqlite-jdbc-3.25.2.jar:/opt/hadoop/share/ozone/lib/netty-3.10.5.Final.jar:/opt/hadoop/share/ozone/lib/commons-validator-1.6.jar:/opt/hadoop/share/ozone/lib/jaxb-impl-2.3.0.1.jar:/opt/hadoop/share/ozone/lib/kerb-core-1.0.1.jar:/opt/hadoop/share/ozone/lib/hadoop-ozone-common-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.2.0.jar:/opt/hadoop/share/ozone/lib/jsr305-3.0.0.jar:/opt/hadoop/share/ozone/lib/leveldbjni-all-1.8.jar:/opt/hadoop/share/ozone/lib/ratis-proto-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/htrace-core4-4.1.0-incubating.jar:/opt/hadoop/share/ozone/lib/hadoop-annotations-3.2.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-tools-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerb-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/dropwizard-metrics-hadoop-metrics2-reporter-0.1.2.jar:/opt/hadoop/share/ozone/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/share/ozone/lib/ratis-metrics-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerby-xdr-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-webapp-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/commons-net-3.6.jar:/opt/hadoop/share/ozone/lib/log4j-api-2.11.0.jar:/opt/hadoop/share/ozone/lib/netty-all-4.0.52.Final.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-3.2.0.jar:/opt/hadoop/share/ozone/lib/jline-0.9.94.jar:/opt/hadoop/share/ozone/lib/opentracing-api-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-framework-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/slf4j-log4j12-1.7.25.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-client-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerby-config-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-util-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/metrics-ganglia-3.2.5.jar:/opt/hadoop/share/ozone/lib/libthrift-0.12.0.jar:/opt/hadoop/share/ozone/lib/metrics-core-3.2.4.jar:/opt/hadoop/share/ozone/lib/kerby-pkix-1.0.1.jar:/opt/hadoop/share/ozone/lib/xz-1.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-config-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/nimbus-jose-jwt-4.41.1.jar:/opt/hadoop/share/ozone/lib/jsr311-api-1.1.1.jar:/opt/hadoop/share/ozone/lib/commons-beanutils-1.9.4.jar:/opt/hadoop/share/ozone/lib/javax.servlet-api-3.1.0.jar:/opt/hadoop/share/ozone/lib/kerb-server-1.0.1.jar:/opt/hadoop/share/ozone/lib/zookeeper-3.4.13.jar:/opt/hadoop/share/ozone/lib/avro-1.7.7.jar:/opt/hadoop/share/ozone/lib/kerb-client-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-xc-1.9.13.jar:/opt/hadoop/share/ozone/lib/disruptor-3.4.2.jar:/opt/hadoop/share/ozone/lib/guava-11.0.2.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-common-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/curator-framework-2.12.0.jar:/opt/hadoop/share/ozone/lib/dnsjava-2.1.7.jar:/opt/hadoop/share/ozone/lib/ratis-client-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/commons-configuration2-2.1.1.jar:/opt/hadoop/share/ozone/lib/json-smart-2.3.jar:/opt/hadoop/share/ozone/lib/token-provider-1.0.1.jar:/opt/hadoop/share/ozone/lib/log4j-1.2.17.jar:/opt/hadoop/share/ozone/lib/commons-daemon-1.0.13.jar:/opt/hadoop/share/ozone/lib/bcprov-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/commons-lang3-3.7.jar:/opt/hadoop/share/ozone/lib/commons-compress-1.4.1.jar:/opt/hadoop/share/ozone/lib/jaeger-client-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-server-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/accessors-smart-1.2.jar:/opt/hadoop/share/ozone/lib/re2j-1.1.jar:/opt/hadoop/share/ozone/lib/curator-recipes-2.12.0.jar:/opt/hadoop/share/ozone/lib/jackson-core-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-math3-3.1.1.jar:/opt/hadoop/share/ozone/lib/gmetric4j-1.0.7.jar:/opt/hadoop/share/ozone/lib/opentracing-noop-0.31.0.jar:/opt/hadoop/share/ozone/lib/httpclient-4.5.2.jar:/opt/hadoop/share/ozone/lib/jaeger-core-0.34.0.jar:/opt/hadoop/share/ozone/lib/asm-5.0.4.jar:/opt/hadoop/share/ozone/lib/curator-client-2.12.0.jar:/opt/hadoop/share/ozone/lib/audience-annotations-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerby-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/rocksdbjni-6.0.1.jar:/opt/hadoop/share/ozone/lib/jsp-api-2.1.jar:/opt/hadoop/share/ozone/lib/jsch-0.1.54.jar:/opt/hadoop/share/ozone/lib/opentracing-tracerresolver-0.1.5.jar:/opt/hadoop/share/ozone/lib/paranamer-2.3.jar:/opt/hadoop/share/ozone/lib/log4j-core-2.11.0.jar:/opt/hadoop/share/ozone/lib/jetty-io-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-xml-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-codec-1.11.jar:/opt/hadoop/share/ozone/lib/commons-pool2-2.6.0.jar:/opt/hadoop/share/ozone/lib/gson-2.2.4.jar:/opt/hadoop/share/ozone/lib/jcip-annotations-1.0-1.jar:/opt/hadoop/share/ozone/lib/kerb-admin-1.0.1.jar:/opt/hadoop/share/ozone/lib/okio-1.13.0.jar:/opt/hadoop/share/ozone/lib/commons-io-2.5.jar:/opt/hadoop/share/ozone/lib/snakeyaml-1.16.jar:/opt/hadoop/share/ozone/lib/hadoop-ozone-client-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/ratis-netty-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/jersey-core-1.19.jar:/opt/hadoop/share/ozone/lib/jackson-databind-2.9.9.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/picocli-3.9.6.jar:/opt/hadoop/share/ozone/lib/jaeger-thrift-0.34.0.jar:/opt/hadoop/share/ozone/lib/jackson-annotations-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-cli-1.2.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-docs-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/woodstox-core-5.0.3.jar:/opt/hadoop/share/ozone/lib/javax.annotation-api-1.2.jar:/opt/hadoop/share/ozone/lib/snappy-java-1.0.5.jar:/opt/hadoop/share/ozone/lib/jaeger-tracerresolver-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-security-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-http-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/kerby-asn1-1.0.1.jar:/opt/hadoop/share/ozone/lib/okhttp-3.9.0.jar:/opt/hadoop/share/ozone/lib/ratis-server-0.5.0-201fc85-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/stax2-api-3.1.4.jar:/opt/hadoop/share/ozone/lib/commons-digester-1.8.1.jar:/opt/hadoop/share/ozone/lib/commons-collections-3.2.2.jar:/opt/hadoop/share/ozone/lib/jettison-1.1.jar:/opt/hadoop/share/ozone/lib/commons-text-1.4.jar:/opt/hadoop/share/ozone/lib/jersey-servlet-1.19.jar:/opt/hadoop/share/ozone/lib/jersey-json-1.19.jar:/opt/hadoop/share/ozone/lib/slf4j-api-1.7.25.jar:/opt/hadoop/share/ozone/lib/jetty-util-ajax-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-logging-1.1.3.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-client-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerb-identity-1.0.1.jar:/opt/hadoop/share/ozone/lib/opentracing-util-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-common-3.2.0.jar:/opt/hadoop/share/ozone/lib/hadoop-auth-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-common-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-servlet-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jersey-server-1.19.jar:/opt/hadoop/share/ozone/lib/kerb-crypto-1.0.1.jar:/opt/hadoop/share/ozone/lib/httpcore-4.4.4.jar:/opt/hadoop/share/ozone/lib/metrics-jvm-3.2.5.jar:/opt/hadoop/share/ozone/web:/opt/hadoop/share/ozone/lib/hadoop-ozone-ozone-manager-0.5.0-SNAPSHOT.jar
datanode_3  | 2019-10-04 07:19:04 INFO  HttpServer2:948 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context hddsDatanode
s3g3_1      | 2019-10-04 07:19:00 INFO  HttpServer2:1191 - Jetty bound to port 9878
s3g2_1      | 2019-10-04 07:19:01 INFO  HttpServer2:1191 - Jetty bound to port 9878
s3g1_1      | 2019-10-04 07:19:01 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@23941fb4{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-ozone-s3gateway-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
datanode_1  | STARTUP_MSG:   java = 11.0.3
scm_1       | 2019-10-04 07:19:01 INFO  StorageContainerManagerStarter:51 - SHUTDOWN_MSG: 
datanode_3  | 2019-10-04 07:19:04 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
datanode_2  | ************************************************************/
s3g3_1      | 2019-10-04 07:19:00 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
s3g2_1      | 2019-10-04 07:19:01 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
scm_1       | /************************************************************
om_1        | STARTUP_MSG:   build = https://github.com/apache/hadoop.git -r e97acb3bd8f3befd27418996fa5d4b50bf2e17bf; compiled by 'sunilg' on 2019-01-15T17:34Z
datanode_3  | 2019-10-04 07:19:04 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
datanode_1  | ************************************************************/
s3g1_1      | 2019-10-04 07:19:01 INFO  AbstractNCSARequestLog:230 - Opened /tmp/jetty-s3gateway-2019_10_04.log
s3g3_1      | 2019-10-04 07:19:00 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@7dc19a70{/logs,file:///var/log/hadoop/,AVAILABLE}
s3g2_1      | 2019-10-04 07:19:01 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@1b66c0fb{/logs,file:///var/log/hadoop/,AVAILABLE}
scm_1       | SHUTDOWN_MSG: Shutting down StorageContainerManager at b21b74911001/172.18.0.9
datanode_2  | 2019-10-04 07:19:02 INFO  HddsDatanodeService:51 - registered UNIX signal handlers for [TERM, HUP, INT]
om_1        | STARTUP_MSG:   java = 11.0.3
datanode_3  | 2019-10-04 07:19:04 INFO  HttpServer2:1191 - Jetty bound to port 9882
datanode_1  | 2019-10-04 07:19:00 INFO  HddsDatanodeService:51 - registered UNIX signal handlers for [TERM, HUP, INT]
s3g3_1      | 2019-10-04 07:19:00 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@23941fb4{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-ozone-s3gateway-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
s3g1_1      | 2019-10-04 07:19:02,677 | INFO  | servletWeldServlet | WELD-ENV-001007: Initialize Weld using ServletContextListener |  
scm_1       | ************************************************************/
s3g2_1      | 2019-10-04 07:19:01 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@465232e9{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-ozone-s3gateway-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
datanode_2  | 2019-10-04 07:19:02 INFO  MetricsConfig:118 - Loaded properties from hadoop-metrics2.properties
datanode_3  | 2019-10-04 07:19:04 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
s3g3_1      | 2019-10-04 07:19:00 INFO  AbstractNCSARequestLog:230 - Opened /tmp/jetty-s3gateway-2019_10_04.log
scm_1       | 2019-10-04 07:19:02 INFO  StorageContainerManagerStarter:51 - STARTUP_MSG: 
s3g1_1      | 2019-10-04 07:19:02,704 | INFO  | Version | WELD-000900: 2.4.7 (Final) |  
datanode_1  | 2019-10-04 07:19:01 INFO  MetricsConfig:118 - Loaded properties from hadoop-metrics2.properties
s3g2_1      | 2019-10-04 07:19:01 INFO  AbstractNCSARequestLog:230 - Opened /tmp/jetty-s3gateway-2019_10_04.log
om_1        | ************************************************************/
datanode_2  | 2019-10-04 07:19:02 INFO  MetricsSystemImpl:374 - Scheduled Metric snapshot period at 10 second(s).
datanode_3  | 2019-10-04 07:19:04 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@715b886f{/logs,file:///var/log/hadoop/,AVAILABLE}
s3g3_1      | 2019-10-04 07:19:00,859 | INFO  | servletWeldServlet | WELD-ENV-001007: Initialize Weld using ServletContextListener |  
scm_1       | /************************************************************
s3g1_1      | 2019-10-04 07:19:03,284 | INFO  | Bootstrap | WELD-000101: Transactional services not available. Injection of @Inject UserTransaction not available. Transactional observers will be invoked synchronously. |  
datanode_1  | 2019-10-04 07:19:01 INFO  MetricsSystemImpl:374 - Scheduled Metric snapshot period at 10 second(s).
s3g2_1      | 2019-10-04 07:19:02,570 | INFO  | servletWeldServlet | WELD-ENV-001007: Initialize Weld using ServletContextListener |  
datanode_2  | 2019-10-04 07:19:02 INFO  MetricsSystemImpl:191 - HddsDatanode metrics system started
om_1        | 2019-10-04 07:19:01 INFO  OzoneManagerStarter:51 - registered UNIX signal handlers for [TERM, HUP, INT]
datanode_3  | 2019-10-04 07:19:04 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@1859e2a4{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
s3g3_1      | 2019-10-04 07:19:00,877 | INFO  | Version | WELD-000900: 2.4.7 (Final) |  
scm_1       | STARTUP_MSG: Starting StorageContainerManager
s3g1_1      | 2019-10-04 07:19:03,501 | INFO  | Event | WELD-000411: Observer method [BackedAnnotatedMethod] private org.glassfish.jersey.ext.cdi1x.internal.CdiComponentProvider.processAnnotatedType(@Observes ProcessAnnotatedType) receives events for all annotated types. Consider restricting events using @WithAnnotations or a generic type with bounds. |  
datanode_1  | 2019-10-04 07:19:01 INFO  MetricsSystemImpl:191 - HddsDatanode metrics system started
s3g2_1      | 2019-10-04 07:19:02,597 | INFO  | Version | WELD-000900: 2.4.7 (Final) |  
datanode_2  | 2019-10-04 07:19:03 INFO  HddsDatanodeService:184 - HddsDatanodeService host:d81ddda3c0c5 ip:172.18.0.8
om_1        | 2019-10-04 07:19:02 INFO  OMHANodeDetails:190 - Configuration either no ozone.om.address set. Falling back to the default OM address om/172.18.0.3:9862
datanode_3  | 2019-10-04 07:19:04 INFO  ContextHandler:781 - Started o.e.j.w.WebAppContext@33ecbd6c{/,file:///tmp/jetty-0.0.0.0-9882-hddsDatanode-_-any-12270069459741188287.dir/webapp/,AVAILABLE}{/hddsDatanode}
s3g3_1      | 2019-10-04 07:19:01,517 | INFO  | Bootstrap | WELD-000101: Transactional services not available. Injection of @Inject UserTransaction not available. Transactional observers will be invoked synchronously. |  
scm_1       | STARTUP_MSG:   host = b21b74911001/172.18.0.9
s3g1_1      | 2019-10-04 07:19:03,744 | INFO  | servletJetty | WELD-ENV-001201: Jetty 7.2+ detected, CDI injection will be available in Servlets and Filters. Injection into Listeners is not supported. |  
datanode_1  | 2019-10-04 07:19:01 INFO  HddsDatanodeService:184 - HddsDatanodeService host:5b8f988a7c9d ip:172.18.0.6
s3g2_1      | 2019-10-04 07:19:03,089 | INFO  | Bootstrap | WELD-000101: Transactional services not available. Injection of @Inject UserTransaction not available. Transactional observers will be invoked synchronously. |  
datanode_2  | 2019-10-04 07:19:03 INFO  HddsVolume:176 - Creating Volume: /data/hdds/hdds of  storage type : DISK and capacity : 10908285698048
om_1        | 2019-10-04 07:19:02 INFO  OMHANodeDetails:220 - OM Service ID is not set. Setting it to the default ID: omServiceIdDefault
datanode_3  | 2019-10-04 07:19:04 INFO  AbstractConnector:278 - Started ServerConnector@ed967e6{HTTP/1.1,[http/1.1]}{0.0.0.0:9882}
s3g3_1      | 2019-10-04 07:19:01,744 | INFO  | Event | WELD-000411: Observer method [BackedAnnotatedMethod] private org.glassfish.jersey.ext.cdi1x.internal.CdiComponentProvider.processAnnotatedType(@Observes ProcessAnnotatedType) receives events for all annotated types. Consider restricting events using @WithAnnotations or a generic type with bounds. |  
s3g1_1      | WARNING: An illegal reflective access operation has occurred
datanode_1  | 2019-10-04 07:19:01 INFO  HddsVolume:176 - Creating Volume: /data/hdds/hdds of  storage type : DISK and capacity : 10908285698048
s3g2_1      | 2019-10-04 07:19:03,327 | INFO  | Event | WELD-000411: Observer method [BackedAnnotatedMethod] private org.glassfish.jersey.ext.cdi1x.internal.CdiComponentProvider.processAnnotatedType(@Observes ProcessAnnotatedType) receives events for all annotated types. Consider restricting events using @WithAnnotations or a generic type with bounds. |  
scm_1       | STARTUP_MSG:   args = []
datanode_2  | 2019-10-04 07:19:03 INFO  VolumeSet:170 - Added Volume : /data/hdds/hdds to VolumeSet
om_1        | 2019-10-04 07:19:02 WARN  ServerUtils:222 - ozone.om.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
datanode_3  | 2019-10-04 07:19:04 INFO  Server:419 - Started @4042ms
s3g3_1      | 2019-10-04 07:19:02,078 | INFO  | servletJetty | WELD-ENV-001201: Jetty 7.2+ detected, CDI injection will be available in Servlets and Filters. Injection into Listeners is not supported. |  
s3g1_1      | WARNING: Illegal reflective access by org.jboss.classfilewriter.ClassFile$1 (file:/opt/hadoop/share/ozone/lib/weld-servlet-2.4.7.Final.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int)
datanode_1  | 2019-10-04 07:19:01 INFO  VolumeSet:170 - Added Volume : /data/hdds/hdds to VolumeSet
scm_1       | STARTUP_MSG:   version = 3.2.0
s3g2_1      | 2019-10-04 07:19:03,560 | INFO  | servletJetty | WELD-ENV-001201: Jetty 7.2+ detected, CDI injection will be available in Servlets and Filters. Injection into Listeners is not supported. |  
datanode_2  | 2019-10-04 07:19:03 INFO  ThrottledAsyncChecker:139 - Scheduling a check for org.apache.hadoop.ozone.container.common.volume.HddsVolume@1852a3ff
om_1        | 2019-10-04 07:19:03 INFO  Client:948 - Retrying connect to server: scm/172.18.0.9:9863. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)
s3g3_1      | WARNING: An illegal reflective access operation has occurred
datanode_3  | 2019-10-04 07:19:04 INFO  MetricsSinkAdapter:204 - Sink prometheus started
s3g1_1      | WARNING: Please consider reporting this to the maintainers of org.jboss.classfilewriter.ClassFile$1
datanode_1  | 2019-10-04 07:19:01 INFO  ThrottledAsyncChecker:139 - Scheduling a check for org.apache.hadoop.ozone.container.common.volume.HddsVolume@1852a3ff
s3g2_1      | WARNING: An illegal reflective access operation has occurred
datanode_2  | 2019-10-04 07:19:03 INFO  HddsVolumeChecker:202 - Scheduled health check for volume org.apache.hadoop.ozone.container.common.volume.HddsVolume@1852a3ff
